MGTXRXN3_115_V5,V5,PCIE_RX4_N,B34,PETn4,GTXE2_CHANNEL_X0Y3
MGTREFCLK0P_115_R8,R8,NC,NC,,MGT_BANK_115
MGTREFCLK0N_115_R7,R7,NC,NC,,MGT_BANK_115
MGTREFCLK1P_115_U8,U8,PCIE_CLK_QO_P,A13,REFCLK+,MGT_BANK_115
MGTREFCLK1N_115_U7,U7,PCIE_CLK_QO_N,A14,REFCLK-,MGT_BANK_115
MGTAVTTRCAL_115_W7,W7,NC,NC,MGTAVTT,MGT_BANK_115
MGTRREF_115_W8,W8,NC,NC,100 ohm P/U to MGTAVTT,MGT_BANK_115
MGTXTXP0_116_P2,P2,PCIE_TX3_P,A29,PERp3,GTXE2_CHANNEL_X0Y4
MGTXTXN0_116_P1,P1,PCIE_TX3_N,A30,PERn3,GTXE2_CHANNEL_X0Y4
MGTXRXP0_116_T6,T6,PCIE_RX3_P,B27,PETp3,GTXE2_CHANNEL_X0Y4
MGTXRXN0_116_T5,T5,PCIE_RX3_N,B28,PETn3,GTXE2_CHANNEL_X0Y4
MGTXTXP1_116_N4,N4,PCIE_TX2_P,A25,PERp2,GTXE2_CHANNEL_X0Y5
MGTXTXN1_116_N3,N3,PCIE_TX2_N,A26,PERn2,GTXE2_CHANNEL_X0Y5
MGTXRXP1_116_R4,R4,PCIE_RX2_P,B23,PETp2,GTXE2_CHANNEL_X0Y5
MGTXRXN1_116_R3,R3,PCIE_RX2_N,B24,PETn2,GTXE2_CHANNEL_X0Y5
MGTXTXP2_116_M2,M2,PCIE_TX1_P,A21,PERp1,GTXE2_CHANNEL_X0Y6
MGTXTXN2_116_M1,M1,PCIE_TX1_N,A22,PERn1,GTXE2_CHANNEL_X0Y6
MGTXRXP2_116_P6,P6,PCIE_RX1_P,B19,PETp1,GTXE2_CHANNEL_X0Y6
MGTXRXN2_116_P5,P5,PCIE_RX1_N,B20,PETn1,GTXE2_CHANNEL_X0Y6
MGTXTXP3_116_L4,L4,PCIE_TX0_P,A16,PERp0,GTXE2_CHANNEL_X0Y7
MGTXTXN3_116_L3,L3,PCIE_TX0_N,A17,PERn0,GTXE2_CHANNEL_X0Y7
MGTXRXP3_116_M6,M6,PCIE_RX0_P,B14,PETp0,GTXE2_CHANNEL_X0Y7
MGTXRXN3_116_M5,M5,PCIE_RX0_N,B15,PETn0,GTXE2_CHANNEL_X0Y7
MGTREFCLK0P_116_L8,L8,NC,NC,SI5326_OUT_C_P,MGT_BANK_116
MGTREFCLK0N_116_L7,L7,NC,NC,SI5326_OUT_C_N,MGT_BANK_116
MGTREFCLK1P_116_N8,N8,NC,NC,FMC_LPC_GBTCLK0_M2C_C_P,MGT_BANK_116
MGTREFCLK1N_116_N7,N7,NC,NC,FMC_LPC_GBTCLK0_M2C_C_N,MGT_BANK_116
